2015
669	1666
1897	3467
877	4307
1086	4464
1182	396
573	32
930	2078
1679	4918
591	606
1272	4496
849	4422
1176	2786
1575	2503
1457	792
1708	3127
493	630
1651	811
1182	3336
987	49
552	2513
1092	669
363	4857
1026	2069
1453	4625
1065	3492
1211	2974
429	3296
330	459
515	972
285	3439
277	763
529	2291
1758	3699
886	1183
1321	3005
162	2547
1182	4889
298	1572
1475	1235
628	4656
1603	352
1457	4433
1572	1060
1302	4484
1895	2622
87	4983
1322	2486
1172	1270
875	1356
406	1664
1477	2785
1131	4555
717	1220
1061	1760
542	3048
631	63
1296	3981
429	1441
602	845
1290	3156
374	754
1333	3094
190	2715
1119	3430
1501	4349
1501	1009
1518	3146
336	834
1864	4753
1221	3272
286	3404
1966	3824
1633	1630
1479	1949
392	3505
223	2173
677	1498
1007	3499
665	3378
444	3369
1922	1307
1466	3958
719	1331
1300	60
275	4442
490	2986
1123	3503
1271	1497
745	2088
1065	33
1703	1659
1871	4230
1177	4296
1685	4529
366	3790
581	372
1845	4388
1712	1812
164	790
161	4941
604	2792
1408	1756
1359	2685
1082	577
1566	1147
963	2305
1924	2098
1871	2681
362	822
1446	356
1635	4379
1646	1159
565	4105
1789	3547
914	4980
492	1490
262	3751
1915	453
1906	363
1716	2747
1972	4675
428	4150
1682	3403
155	3424
1232	1492
515	4263
1153	565
490	4333
1496	2322
251	3667
1567	2262
1394	2468
315	3395
1018	1486
693	1329
1520	122
137	2101
865	3167
1883	3134
254	1090
1684	4951
1199	62
970	4762
836	446
158	4382
1748	3729
1736	3100
439	3523
1981	1050
610	2150
1413	2115
189	3225
1721	2271
146	2644
140	2657
1400	229
249	1475
224	3774
249	4195
199	2663
1836	4514
194	2843
1287	4431
1714	2640
869	981
917	144
117	2960
1028	508
1465	970
845	507
1251	2203
360	1606
559	656
1585	567
276	1284
1722	4885
1022	4848
876	3893
601	3442
394	4360
1227	2065
1335	1186
1915	1699
655	1900
1153	1917
1693	4934
1582	2084
334	624
1591	4935
367	3698
1673	4370
1185	3211
641	2841
1510	2281
1245	2308
1421	4492
315	452
95	4482
100	3195
1644	3918
984	4867
653	1637
1445	3053
608	3153
1545	4440
1531	3785
160	2754
1936	2711
1591	320
733	835
1826	602
1584	1297
1748	1515
896	3840
988	142
564	3563
1537	436
1439	2068
1014	320
412	2186
385	1893
1684	1157
1471	2297
1710	952
278	4295
1432	4720
567	4081
1715	2275
1238	4729
1897	3084
1606	1544
1037	4709
1361	4228
683	1537
1840	316
929	4647
605	1434
1640	1914
954	4548
1890	4635
1524	2700
1262	2671
1859	2780
632	2570
777	3570
168	1089
1922	1166
165	3325
1375	4163
1709	3932
162	600
1441	846
1038	3986
133	4009
1346	3373
985	1132
1441	4812
930	4989
1377	2638
948	966
1530	741
1666	3715
388	374
1947	1270
1376	2114
1519	1614
1858	3403
631	1250
1915	1018
1648	2188
1467	4218
1738	324
1190	4019
1780	4868
534	4379
1911	2626
804	432
1168	3966
1358	1280
1640	1210
1582	1319
1572	4630
1853	3622
28	4808
84	4853
1992	3998
1002	4565
800	924
617	2109
1278	714
492	2346
698	726
839	3147
174	1545
974	1604
1021	2116
1977	1654
1825	1312
1218	1665
989	3069
242	3411
1850	4060
114	4036
662	1931
1202	3612
1805	3511
982	625
1630	4891
284	1814
865	60
929	296
168	561
1180	3426
938	4899
969	3389
423	3797
1692	1166
878	3578
1519	4336
288	3425
452	1090
918	431
1638	4931
726	4043
170	2710
333	1973
1751	1285
751	3698
1639	2215
1079	4513
1531	908
366	863
939	4551
1849	4042
325	865
636	3270
1932	3923
834	1949
686	2646
1087	1490
871	1600
964	2953
1235	3490
990	2255
1250	1735
747	4409
182	4641
514	4354
1739	3641
944	2959
1233	2482
73	3396
179	241
435	3416
775	2251
1245	2310
1287	2309
1286	104
1895	3471
231	3316
1426	1776
592	3019
1756	4478
274	3170
1277	1072
353	570
881	4177
1420	1004
1541	3069
626	524
115	3027
169	2526
1137	3349
24	1221
1437	3836
626	3120
1471	1486
624	1926
1721	2649
173	1387
1630	3161
454	3195
1290	3155
1380	4364
1685	2812
777	3568
1292	769
146	4094
1021	3580
1865	186
1524	2564
1619	4483
551	2630
114	4328
653	1356
1463	1572
1788	2905
1994	1781
530	1889
1096	4588
1463	329
807	1737
1184	1369
928	3097
1805	2932
1899	233
1824	3096
754	4950
531	4157
1023	3384
342	4391
161	3664
766	4669
1789	4699
84	4852
1659	1769
1295	517
317	4860
1859	1028
902	167
1660	3412
796	1760
1332	3969
731	2472
1827	1915
1408	1170
1444	37
1300	3176
457	741
1531	1846
740	1508
693	1517
350	358
1728	898
95	2581
853	456
258	167
1430	1444
1132	2772
1784	2842
1266	4271
1485	1909
1281	673
1027	277
977	4489
1336	2542
1502	152
786	2596
989	2860
745	4423
743	95
1155	4490
1209	2665
976	3627
893	4095
1742	1995
558	959
1919	1754
630	4104
1765	2105
1363	3228
1989	2714
511	327
1180	1020
666	4752
1024	438
1375	108
551	4261
1273	2009
1793	4542
809	4742
1592	399
1069	3701
843	2901
1316	4325
779	1447
614	4970
1356	3557
513	4494
1359	4401
1223	2835
971	364
422	2236
1470	613
1849	1409
773	1871
1907	4605
1313	3443
1238	4733
624	3434
272	1557
1547	4221
1453	387
1408	3876
912	3891
938	4896
505	222
1587	3655
1537	3892
963	3876
848	3606
1582	2096
382	370
1929	1729
1354	2246
420	1393
827	3621
558	3983
988	3266
1487	3172
210	4412
1055	3387
1714	1091
162	949
649	372
221	3243
1477	1034
1538	850
1537	3893
88	2638
703	3576
922	1527
585	4486
939	3245
1793	4058
1812	637
1864	3283
639	2199
420	3800
1222	3523
1398	4104
1527	718
844	1594
695	2021
1783	2523
993	3760
622	2468
38	2031
834	2953
375	4283
89	1714
1419	4561
1656	408
974	1074
523	1558
1478	2690
471	4365
564	2524
97	4446
674	3525
361	4524
607	2157
1534	904
1463	3162
1621	1824
910	826
1938	2607
90	2051
470	1985
740	1965
378	1835
1809	4632
683	2133
756	4664
394	2012
1443	3561
927	1491
1742	4861
263	3627
1286	241
433	1364
1898	1579
794	2275
1923	827
1119	3630
165	4596
683	1295
345	3459
370	2002
1846	1693
130	4918
1838	3242
1635	800
489	3637
838	4134
1227	2066
1457	4954
1391	60
301	1277
1887	518
1455	1531
1635	3394
1610	2717
1792	3435
1702	2780
443	2478
541	4424
1759	1941
1333	1770
1298	795
1447	544
527	2574
411	352
1562	594
534	3875
1536	1136
1125	954
757	805
322	261
912	2672
1378	1681
1230	2991
309	3322
1772	3412
429	2977
479	1443
1056	2362
402	3893
1784	4016
1603	4890
1499	1437
746	1285
538	2845
266	4257
984	784
1199	1072
125	183
1756	1875
1693	193
1743	4741
227	1215
1616	618
1053	3573
1484	2284
614	1291
586	694
107	3565
1099	1882
179	1164
231	631
1020	3037
918	1731
1277	3310
508	1429
87	4981
1255	3198
782	115
680	2592
1060	2488
1915	3360
1330	2110
1227	2063
1772	2031
1280	1460
758	419
331	4924
800	221
535	3264
1624	3946
1322	1282
1187	1451
1881	895
1596	1843
1575	4466
1268	3586
1619	4014
1011	1858
1176	989
876	2895
1530	4620
743	915
172	342
42	1826
8	1788
1882	2093
602	972
1225	4479
1107	4277
1403	3696
1660	2885
1004	1606
738	821
1663	2297
1865	2735
109	186
1619	1654
855	3111
157	2179
438	1155
1816	1557
698	1308
655	1806
1150	4163
793	4576
762	547
1357	4794
1716	1868
502	101
1562	595
44	2807
224	1312
1699	1723
823	4460
1884	1465
693	4943
1731	4879
557	516
746	82
960	3943
1251	1409
1663	229
1832	719
1645	3979
1889	1394
367	2066
1564	4117
147	4271
1597	2955
861	2433
1367	3731
1643	2696
550	3383
924	4818
564	2523
1770	2134
881	4840
1882	4381
429	1443
1582	330
972	1090
1531	212
1851	3715
1358	92
1767	3484
919	2729
1260	1640
431	3578
886	3490
286	4109
1851	2030
1187	625
1438	2375
374	3901
1969	2782
996	1446
378	3898
1708	798
1883	878
142	2235
371	4483
772	3790
264	4215
120	2493
1130	643
89	3497
1007	818
1431	1632
1893	1206
723	3739
1317	136
1143	2783
988	3265
21	3247
1824	542
1071	1797
21	1193
582	2684
1297	1759
1228	2296
254	3807
276	1523
1527	3196
1839	1267
1201	1805
1310	4671
1243	4752
1046	3089
727	2593
905	4760
323	4507
37	2034
709	3330
825	123
265	3441
1870	46
480	4834
155	2296
969	1671
610	665
89	301
1987	2175
1654	2445
930	4375
736	2121
513	2005
1842	1165
1301	4791
1714	111
1788	1439
1530	743
1988	1212
581	3948
1036	1130
941	3283
1023	264
1937	1969
499	1718
438	1412
553	1088
1061	2517
1063	3878
1821	2293
758	248
474	2490
1937	3371
876	773
201	3980
1522	412
1446	763
1666	3127
1827	3012
1991	183
418	4005
1228	1287
795	152
518	1518
109	2401
1277	1964
990	1347
1611	1775
1668	3892
478	3391
1753	434
1872	3853
263	3613
1350	2615
33	724
496	4671
1512	260
767	4961
1408	1338
800	1887
519	4383
872	2435
1647	1061
1967	3481
1591	809
1566	4601
109	318
1034	1157
510	371
1727	2358
124	851
1740	489
1820	3517
902	166
1700	4637
502	699
1891	2095
988	252
935	1485
502	4418
369	670
1706	1115
360	26
1541	627
763	4828
1592	2219
277	765
361	2562
1309	3183
1280	1888
922	1875
212	4806
974	1847
442	2137
1865	3102
229	3966
1928	4562
901	3812
1197	4561
76	441
1800	554
841	303
1574	1422
1898	2367
827	58
1405	1371
572	2959
476	2873
1977	1656
91	567
129	4582
182	279
1335	1897
479	4856
1907	833
1514	4751
1427	3006
1063	3324
817	4772
1901	4212
479	805
1792	2825
1752	1564
382	4768
827	1102
1384	2436
147	2661
550	1124
1118	1738
1003	4299
1514	308
510	1842
1118	3840
390	2506
1159	4804
68	4318
1113	3499
1162	834
1245	3629
539	2387
672	3788
633	2624
1524	2702
90	4653
982	4943
863	1601
1820	4251
1865	4915
1318	4783
1579	1674
1855	1793
1209	2595
612	732
1719	4917
877	2493
1330	1733
700	1406
1591	1880
1252	242
165	1931
983	1953
1027	2080
1161	1771
1511	2641
1046	3215
1123	3950
1851	536
946	4063
1012	2052
1986	1525
1088	1172
203	2053
1553	2309
771	3436
571	1390
936	437
99	1705
1994	549
970	1890
190	1243
1918	4093
1506	1275
97	337
1510	261
363	4094
869	1435
1198	2441
1565	4272
169	2528
936	4645
1310	856
1670	3968
1354	2771
1725	2016
234	1713
392	2719
1063	3140
1354	2340
1309	3184
1078	317
1953	2249
179	584
1446	1307
1565	105
56	4101
177	1552
208	2636
793	3985
1060	202
606	3694
1077	1448
438	1948
643	2415
62	821
1036	4613
926	3684
1182	32
1989	361
1095	1009
222	4528
626	1485
1725	2366
280	855
1044	4917
1353	2309
371	1796
888	2503
218	1947
200	4625
842	1499
1510	2519
487	2725
502	678
515	320
249	496
1682	4799
586	1492
1778	4436
1485	3379
1389	688
220	2015
350	4100
1175	3064
274	336
179	1244
1608	2171
150	4204
127	2488
1604	2796
1994	2920
1702	1374
479	872
301	2485
1583	477
1191	2582
1820	4811
1846	3739
1866	4516
1414	3685
283	4618
561	3150
723	3465
583	2593
37	3577
747	2779
246	2429
1872	3304
1927	43
440	3987
1575	4841
1176	2331
1814	4949
1913	3644
514	32
1628	3308
99	3552
60	1467
1094	1498
1094	2342
406	457
1015	3878
1439	2785
1561	295
146	656
433	69
795	4657
148	157
858	1542
1522	2835
1024	270
947	2927
1516	135
75	113
973	4507
1891	968
1363	3867
1051	2080
413	3751
24	1465
1878	3507
506	4588
1851	4703
1395	3129
1830	3359
1525	3293
388	562
269	394
1818	2350
476	4059
162	3135
49	3552
771	3387
425	3650
1962	2051
283	4619
904	4656
1380	4366
1369	2161
324	4322
1294	2437
1302	566
1727	3971
1079	2660
1991	379
1617	1077
1279	3305
1137	4418
1367	292
1998	3047
383	1545
1135	2392
1345	4406
1548	4217
1843	2333
1363	2789
1248	658
110	1830
631	960
78	2167
1186	2911
1693	107
1853	2161
1838	491
1385	3007
97	21
558	1177
521	2974
1700	1135
102	1951
978	4183
1013	73
1044	1382
262	3741
1026	48
1085	2187
35	11
62	2818
120	1073
1823	4380
381	672
1243	3476
101	3198
1098	2172
1057	1391
1448	3882
1930	28
1660	982
1721	1635
864	4188
1834	828
1966	4663
73	3393
375	2174
229	4018
517	3004
1772	3410
542	3731
1739	1712
1455	1022
625	1138
1846	4232
1646	3815
1792	3105
1314	2119
900	2032
743	3908
876	127
1162	4114
959	3092
1391	723
1167	957
1300	3261
93	2356
988	2260
1558	3231
1704	2217
945	3580
166	2002
130	361
570	74
1511	2639
144	409
258	2684
788	463
1437	3039
417	4964
1619	3131
1694	2029
456	4261
46	578
1916	846
1000	55
385	1945
1703	3894
377	1798
1042	629
770	976
641	2039
1036	4377
899	118
1100	429
527	4425
162	639
602	846
1466	3865
488	1698
1099	1365
355	1093
479	1982
375	2684
369	4379
1083	4789
321	4905
110	3034
1661	1893
333	63
1160	4145
1386	3862
394	2612
1719	4915
493	1776
1758	3920
584	3691
1805	453
439	2354
1436	2555
1631	60
1493	3526
1104	3511
1283	3146
1897	1270
1258	3190
1513	363
1245	3635
1627	3274
1629	3344
391	3234
429	2584
1500	3705
1302	3477
133	4007
469	4378
1326	4095
1602	4581
1337	2569
897	4461
1241	2189
743	2059
910	827
1071	1399
1915	15
694	3219
447	3917
728	2925
1465	1327
849	3236
1138	3448
639	4359
73	3394
523	3320
1741	3193
672	4067
927	4124
1077	1447
1814	1182
1309	2636
292	2176
113	1536
1036	3192
1670	3681
260	596
541	3081
1732	2087
390	3242
1523	3999
52	3904
1245	2311
1390	2906
1346	673
700	2611
1169	4667
1785	6
1778	1612
1107	4276
908	4745
889	3903
1348	2324
1161	1769
106	1650
1630	3889
537	4548
1728	1671
1296	4791
1774	3635
1872	1154
1838	4868
1948	3979
1092	3344
507	4060
1812	4088
189	4056
601	3441
1192	1801
393	2033
143	3133
1849	4646
1993	3530
506	3518
1198	3414
1270	2348
1569	2783
1971	2656
1099	3771
660	2936
1557	1644
1617	1859
1465	1720
519	4391
1573	3463
1052	766
32	3788
1925	2251
275	564
347	3332
1084	490
87	4984
688	1237
1437	3038
1945	2983
1711	893
1775	4567
1312	1214
922	1874
485	2492
1125	2852
1227	2062
1324	640
1250	3033
656	3764
522	3159
1376	2254
603	654
533	1218
1429	3770
571	2213
1071	2310
691	2935
865	884
1393	3294
12	13
1152	1930
139	974
779	4005
133	130
1423	732
668	4005
1028	1373
210	4671
1850	4168
593	4131
1409	4285
432	307
258	2686
969	2520
315	3653
1532	632
1133	2514
1775	200
963	187
1901	1219
411	379
861	1523
337	3601
844	1852
494	3478
1056	1304
25	2256
747	3102
974	2371
1346	365
309	395
1927	4192
924	4819
991	2259
69	4208
495	3412
1733	386
1428	3583
1262	1922
1573	1295
1290	3158
778	1052
505	3293
1248	1837
42	1083
745	2939
1924	2947
383	4531
1909	4256
1781	4607
1494	3475
1804	1639
162	4
1700	355
1269	1507
617	4387
983	3558
1149	2604
50	1114
465	2490
830	883
1106	2322
874	2853
888	4148
958	1982
167	3062
1518	3364
1924	493
426	1100
1019	3330
559	4063
911	4379
229	4249
634	2671
557	551
1669	1962
1308	1405
439	1400
1406	3512
1668	1554
570	3214
1480	4288
642	1694
1392	3004
593	4815
818	1979
676	4725
1720	2210
1989	2582
479	4790
1996	1437
901	3813
1259	2404
1465	3299
1229	2495
1686	2256
1706	2745
387	3733
266	1263
124	2314
559	865
289	2340
702	4156
524	2587
1983	261
647	327
913	3822
646	813
137	3688
1617	4909
813	4904
1130	645
1316	4326
1010	4490
716	2625
1537	3032
285	2697
688	98
981	3147
58	2534
561	3151
1866	2428
514	10
1118	1988
1016	2272
1402	3305
29	1210
1751	2617
29	3903
1097	2008
973	1299
635	182
455	1000
57	1021
1437	3130
547	390
1560	1407
71	1201
182	2276
725	2052
317	4125
1873	4157
1983	4740
878	1819
405	953
835	2171
1673	2267
261	2433
470	2348
970	3511
1082	2550
374	2572
989	587
885	4891
958	2480
1741	1633
1963	4251
485	2491
1808	4687
20	182
83	2093
1283	532
146	780
1549	4017
1042	915
397	4043
1397	3816
1230	2521
832	853
536	3061
1531	2954
1526	485
256	1425
1192	4849
456	2221
799	2791
1135	1251
638	3756
708	89
63	2526
1288	213
283	4616
709	1732
326	2655
1344	2554
944	1194
877	3436
923	3034
1517	3241
1157	3102
513	3190
114	4303
1481	4337
1329	3070
934	4589
1602	808
848	1620
244	1972
1604	4546
816	3788
646	3255
96	90
988	4614
1114	4634
1872	2879
282	4310
274	4187
1049	649
903	4697
1030	1867
1279	3492
745	2087
71	1869
1721	3949
17	2771
1064	924
266	1264
513	3240
1776	765
601	3439
1284	3719
1484	1581
1206	495
1540	2709
809	4491
1958	1730
860	1148
430	491
1910	1254
1161	1772
1660	3496
1466	1215
1635	733
1915	3274
757	3831
32	4203
449	1985
582	394
1481	2137
1713	3666
1544	3998
1092	4611
1368	130
932	4087
1793	4541
1693	3270
1532	631
222	3509
551	1685
328	1491
186	319
31	2407
1414	2494
1879	1518
1948	1103
801	2314
1588	2282
1136	4483
1312	1612
1984	238
1713	1202
877	3438
342	494
1986	4458
